NOME,QoE,TempoJogo,UsoCpu,UsoRam,UsoGpu,UsoVram,DelayVideo,DelayComandos,JitterVideo,JitterComandos,PerdaVideo,PerdaComandos,Jogo,JogariaNovamente,EstadoEspirito,TerminoPartida,IDADE,GENERO,CURSO,HORASJOGASEMANA,RESOLUCAO,FREQUENCIA,QUALJAJOGOU,TEMPOQUALJAJOGOU,MOUSEMANETEVR
Player 10,5,3,41,14,10,10,0,50,0,25,0.0,1.0,Half-Life 2,SIM,Feliz,18,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 11,4,3,40,14,10,10,125,0,10,0,3.0,0.0,Half-Life 2,SIM,Triste,18,19,M,Física,3,1080p,60,Nenhum,0,Mouse
Player 11,4,3,39,14,10,10,0,100,0,20,0.0,1.0,Half-Life 2,SIM,Triste,18,19,M,Física,3,1080p,60,Nenhum,0,Mouse
Player 11,4,3,37,14,9,9,25,0,20,0,2.5,0.0,Half-Life 2,SIM,Triste,18,19,M,Física,3,1080p,60,Nenhum,0,Mouse
Player 10,5,4,39,14,10,10,100,125,10,10,1.5,1.5,Half-Life 2,SIM,Feliz,18,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,3,38,15,9,9,100,125,15,20,0.0,2.0,Half-Life 2,SIM,Feliz,19,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 12,4,3,33,15,9,9,100,75,10,0,2.5,2.5,Half-Life 2,SIM,Feliz,20,25,M,Ciências da computação,5,-1080p,60,Half-Life 2,-1,Mouse
Player 13,4,3,37,14,9,9,50,0,10,0,1.5,0.0,Half-Life 2,NAO,Triste,20,22,M,Sistemas de Informação,2,1080p,60,Nenhum,0,Manete
Player 14,4,4,24,14,8,8,25,100,5,25,2.0,2.0,Spelunky,SIM,Feliz,20,21,F,Ciências Biológicas,-1,1080p,60,Nenhum,0,Mouse
Player 15,3,4,23,15,7,8,0,50,0,20,0.0,0.0,Spelunky,SIM,Feliz,20,56,F,Sistemas de Informação,0,-1080p,60,Nenhum,0,Nenhum
Player 16,0,3,13,17,9,9,0,25,0,25,0.0,1.5,FEAR,NAO,Triste,20,24,M,Sistemas de Informação,6,1080p,60,Nenhum,0,Mouse e Celular
Player 16,5,3,38,15,10,10,0,50,0,5,0.0,0.5,Half-Life 2,SIM,Feliz,20,24,M,Sistemas de Informação,6,1080p,60,Nenhum,0,Mouse e Celular
Player 5,6,4,27,15,8,9,50,100,0,5,0.0,0.0,Spelunky,SIM,Triste,20,23,M,Sistemas de Informação,-1,-1080p,60,Nenhum,0,Mouse
Player 1,3,3,39,15,10,10,50,0,20,0,3.0,0.0,Half-Life 2,NAO,Feliz,12,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,3,39,15,10,10,25,0,10,0,3.0,0.0,Half-Life 2,SIM,Indiferente,12,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,3,25,18,19,14,25,0,10,0,1.5,0.0,FEAR,SIM,Indiferente,12,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 12,5,3,39,16,9,9,75,50,0,20,2.0,2.0,Half-Life 2,SIM,Feliz,12,25,M,Ciências da computação,5,-1080p,60,Half-Life 2,-1,Mouse
Player 17,4,3,37,16,10,10,0,150,0,25,0.0,2.0,Half-Life 2,SIM,Feliz,13,18,F,Ciências da Computação,1,1080p,60,Nenhum,0,Mouse e Manete
Player 17,6,4,26,15,8,9,0,150,0,5,0.0,1.0,Spelunky,SIM,Feliz,13,18,F,Ciências da Computação,1,1080p,60,Nenhum,0,Mouse e Manete
Player 17,6,3,18,18,11,10,0,125,0,5,0.0,2.0,FEAR,SIM,Feliz,13,18,F,Ciências da Computação,1,1080p,60,Nenhum,0,Mouse e Manete
Player 17,6,4,28,18,20,14,100,0,20,0,2.5,0.0,FEAR,SIM,Feliz,13,18,F,Ciências da Computação,1,1080p,60,Nenhum,0,Mouse e Manete
Player 17,6,3,39,16,10,10,0,50,0,20,0.0,1.5,Half-Life 2,SIM,Feliz,13,18,F,Ciências da Computação,1,1080p,60,Nenhum,0,Mouse e Manete
Player 18,4,4,32,12,8,9,0,25,0,5,0.0,0.5,Half-Life 2,NAO,Indiferente,15,23,M,Ensino Médio,0,-1080p,60,Nenhum,0,Mouse
Player 18,0,3,16,16,11,10,100,75,0,5,0.0,0.0,FEAR,NAO,Indiferente,15,23,M,Ensino Médio,0,-1080p,60,Nenhum,0,Mouse
Player 18,4,4,24,13,8,8,100,0,5,0,0.0,0.0,Spelunky,SIM,Feliz,19,23,M,Ensino Médio,0,-1080p,60,Nenhum,0,Mouse
Player 18,4,3,25,13,8,9,100,125,20,25,0.0,0.5,Spelunky,SIM,Feliz,19,23,M,Ensino Médio,0,-1080p,60,Nenhum,0,Mouse
Player 18,4,3,36,14,9,9,150,25,20,0,3.0,3.0,Half-Life 2,NAO,Indiferente,19,23,M,Ensino Médio,0,-1080p,60,Nenhum,0,Mouse
Player 1,4,4,35,14,9,9,150,0,25,0,0.0,0.0,Half-Life 2,SIM,Indiferente,13,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,3,39,15,10,10,75,0,0,0,2.5,0.0,Half-Life 2,SIM,Feliz,13,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,3,37,15,10,10,150,125,20,5,2.0,2.0,Half-Life 2,SIM,Feliz,13,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 9,6,4,25,14,8,8,50,0,0,0,1.0,0.0,Spelunky,SIM,Indiferente,13,21,M,Sistemas de Informação,8,1080p,60,Half-Life 2,-1,Mouse
Player 19,6,4,14,15,9,9,100,0,5,0,2.0,0.0,FEAR,SIM,Feliz,10,29,F,Engenharia Civil,8,1080p,60,Nenhum,0,Mouse e Manete
Player 19,3,4,24,17,18,13,150,0,15,0,0.5,0.0,FEAR,SIM,Feliz,10,29,F,Engenharia Civil,8,1080p,60,Nenhum,0,Mouse e Manete
Player 1,4,3,38,15,9,10,75,0,0,0,1.0,0.0,Half-Life 2,SIM,Indiferente,14,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 4,1,4,39,15,10,10,0,125,0,10,0.0,2.5,Half-Life 2,NAO,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,2,3,29,15,9,9,150,0,0,0,2.5,0.0,Half-Life 2,NAO,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,0,3,36,15,9,9,125,50,25,5,0.0,2.0,Half-Life 2,NAO,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,4,3,40,16,12,11,75,50,0,20,0.0,0.0,Half-Life 2,SIM,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,2,4,39,15,10,10,100,0,20,0,2.5,0.0,Half-Life 2,NAO,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,5,3,38,16,11,11,25,0,0,0,1.5,0.0,Half-Life 2,SIM,Indiferente,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 20,5,3,38,16,10,10,0,0,0,0,3.0,0.0,Half-Life 2,SIM,Indiferente,16,22,M,Ciências da Computação,6,1080p,60,Nenhum,0,Mouse e Manete
Player 20,4,3,22,15,8,9,50,0,25,0,0.0,0.0,Spelunky,SIM,Indiferente,16,22,M,Ciências da Computação,6,1080p,60,Nenhum,0,Mouse e Manete
Player 20,5,3,38,16,9,9,0,25,0,0,0.0,2.0,Half-Life 2,SIM,Indiferente,16,22,M,Ciências da Computação,6,1080p,60,Nenhum,0,Mouse e Manete
Player 20,5,3,20,18,14,11,0,25,0,15,0.0,2.0,FEAR,SIM,Indiferente,16,22,M,Ciências da Computação,6,1080p,60,Nenhum,0,Mouse e Manete
Player 20,5,3,23,15,8,9,25,0,15,0,0.5,0.0,Spelunky,SIM,Indiferente,16,22,M,Ciências da Computação,6,1080p,60,Nenhum,0,Mouse e Manete
Player 20,5,3,28,15,9,9,100,150,15,20,0.0,0.0,Spelunky,SIM,Indiferente,16,22,M,Ciências da Computação,6,1080p,60,Nenhum,0,Mouse e Manete
Player 20,5,3,28,16,9,9,0,25,0,20,0.0,3.0,Spelunky,SIM,Indiferente,16,22,M,Ciências da Computação,6,1080p,60,Nenhum,0,Mouse e Manete
Player 1,4,3,24,19,19,14,50,0,20,0,2.0,0.0,FEAR,SIM,Indiferente,14,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,4,40,16,10,10,25,0,15,0,2.5,0.0,Half-Life 2,SIM,Feliz,14,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,3,4,34,16,9,9,150,125,15,5,0.5,0.5,Half-Life 2,0,0,16,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 21,3,4,33,16,8,9,125,0,15,0,1.0,0.0,Half-Life 2,NAO,Indiferente,17,25,F,Física,4,1080p,75,Nenhum,0,Mouse
Player 21,5,4,24,18,19,14,0,75,0,5,0.0,0.0,FEAR,SIM,Indiferente,17,25,F,Física,4,1080p,75,Nenhum,0,Mouse
Player 22,5,4,16,16,7,8,150,0,0,0,3.0,0.0,Spelunky,NAO,Feliz,17,19,F,Física,-1,1080p,60,Nenhum,0,Mouse
Player 22,3,4,33,16,8,9,125,0,10,0,2.0,0.0,Half-Life 2,NAO,Feliz,17,19,F,Física,-1,1080p,60,Nenhum,0,Mouse
Player 22,5,3,23,19,17,12,0,100,0,25,0.0,3.0,FEAR,SIM,Feliz,17,19,F,Física,-1,1080p,60,Nenhum,0,Mouse
Player 23,3,5,25,15,6,7,50,0,15,0,2.5,0.0,Half-Life 2,SIM,Feliz,14,23,M,Ciências da Computação,8,1080p,144,Nenhum,0,Mouse e Manete e VR
Player 23,1,3,25,19,17,13,100,0,10,0,3.0,0.0,FEAR,NAO,Feliz,14,23,M,Ciências da Computação,8,1080p,144,Nenhum,0,Mouse e Manete e VR
Player 23,5,4,27,16,8,9,50,0,15,0,0.0,0.0,Spelunky,SIM,Feliz,14,23,M,Ciências da Computação,8,1080p,144,Nenhum,0,Mouse e Manete e VR
Player 23,4,3,37,17,9,9,0,100,0,5,2.5,2.5,Half-Life 2,SIM,Feliz,14,23,M,Ciências da Computação,8,1080p,144,Nenhum,0,Mouse e Manete e VR
Player 4,1,4,2,10,0,4,150,0,10,0,2.5,0.0,Half-Life 2,NAO,Feliz,14,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,5,3,2,10,0,4,25,75,5,0,0.0,0.0,Half-Life 2,SIM,Feliz,14,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 4,2,4,2,10,0,4,100,50,0,10,0.5,0.5,Half-Life 2,NAO,Feliz,15,29,M,Doutorado Física,8,1080p,144,Nenhum,0,Mouse
Player 3,5,4,25,13,10,10,50,100,10,20,0.0,1.5,Half-Life 2,SIM,Feliz,15,29,F,Mestrado Ciências da Computação,0,-1080p,60,Nenhum,0,Nenhum
Player 24,1,4,13,13,7,8,125,150,25,25,2.5,2.5,Spelunky,NAO,Feliz,11,28,F,Reitoria,0,-1080p,60,Nenhum,0,Nenhum
Player 24,3,3,16,16,15,12,0,25,0,0,0.0,0.5,FEAR,SIM,Feliz,11,28,F,Reitoria,0,-1080p,60,Nenhum,0,Nenhum
Player 24,5,3,24,15,10,10,0,50,0,10,0.0,0.0,Half-Life 2,SIM,Feliz,11,28,F,Reitoria,0,-1080p,60,Nenhum,0,Nenhum
Player 24,5,3,20,15,9,9,75,150,10,10,0.0,2.5,Half-Life 2,SIM,Feliz,11,28,F,Reitoria,0,-1080p,60,Nenhum,0,Nenhum
Player 1,4,3,19,16,20,14,0,100,0,5,0.0,1.0,FEAR,SIM,Feliz,17,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,5,3,25,15,11,10,0,75,0,0,0.0,2.5,Half-Life 2,SIM,Feliz,17,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,3,22,15,9,9,150,0,15,0,0.5,0.0,Half-Life 2,SIM,Feliz,17,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,3,24,15,9,9,150,100,5,5,3.0,3.0,Half-Life 2,SIM,Feliz,18,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,3,22,15,10,10,150,0,20,0,3.0,0.0,Half-Life 2,SIM,Indiferente,18,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,5,4,19,15,9,9,0,75,0,20,0.0,3.0,Spelunky,SIM,Indiferente,18,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,3,19,15,8,8,150,0,20,0,1.0,0.0,Spelunky,SIM,Indiferente,18,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 2,4,4,20,15,8,8,0,125,0,0,0.0,1.0,Half-Life 2,SIM,Feliz,14,29,M,Doutorado Ciências da Computação,0,-1080p,60,Nenhum,0,Nenhum
Player 2,5,4,20,15,8,9,0,100,0,0,0.0,1.0,Half-Life 2,NAO,Feliz,14,29,M,Doutorado Ciências da Computação,0,-1080p,60,Nenhum,0,Nenhum
Player 10,6,3,20,15,8,9,0,25,0,5,0.0,1.5,Spelunky,SIM,Feliz,17,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 25,4,4,22,15,9,9,150,0,15,0,2.5,0.0,Half-Life 2,SIM,Feliz,17,20,M,Química,4,1080p,60,Nenhum,0,Mouse
Player 10,0,4,27,16,10,10,50,0,5,0,0.5,0.5,Half-Life 2,NAO,Feliz,17,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,6,3,27,16,10,10,150,0,5,0,1.5,0.0,Half-Life 2,SIM,Feliz,17,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,6,3,26,16,10,10,75,25,15,0,2.5,2.5,Half-Life 2,SIM,Feliz,17,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 25,5,3,23,19,20,14,0,75,0,0,0.0,2.0,FEAR,SIM,Feliz,17,20,M,Química,4,1080p,60,Nenhum,0,Mouse
Player 26,5,4,15,17,12,10,25,0,15,0,0.5,0.0,FEAR,SIM,Feliz,14,23,F,Sistemas de Informação,8,1440p,144,Nenhum,0,Mouse
Player 26,4,4,25,17,9,9,50,50,0,15,2.0,2.0,Half-Life 2,SIM,Feliz,14,23,F,Sistemas de Informação,8,1440p,144,Nenhum,0,Mouse
Player 25,6,4,25,14,8,8,50,0,0,0,1.0,0.0,Spelunky,SIM,Indiferente,13,20,M,Química,4,1080p,60,Nenhum,0,Mouse
Player 19,6,4,14,15,9,9,100,0,5,0,2.0,0.0,FEAR,SIM,Feliz,10,29,F,Engenharia Civil,8,1080p,60,Nenhum,0,Mouse e Manete
Player 19,3,4,24,17,18,13,150,0,15,0,0.5,0.0,FEAR,SIM,Feliz,10,29,F,Engenharia Civil,8,1080p,60,Nenhum,0,Mouse e Manete
Player 3,6,4,36,15,9,9,150,100,0,0,2.5,2.5,Half-Life 2,SIM,Feliz,15,29,F,Mestrado Ciências da Computação,0,-1080p,60,Nenhum,0,Nenhum
Player 10,4,3,39,15,9,9,100,0,5,0,2.5,0.0,Half-Life 2,SIM,Feliz,15,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,4,38,15,9,10,0,125,0,10,0.0,0.5,Half-Life 2,SIM,Feliz,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,3,25,18,19,14,50,0,15,0,2.0,0.0,FEAR,SIM,Feliz,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,3,36,16,9,9,50,100,20,5,0.0,0.0,Half-Life 2,SIM,Feliz,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,4,37,16,10,10,50,75,10,0,0.5,0.5,Half-Life 2,SIM,Indiferente,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,3,39,16,10,10,100,0,15,0,3.0,0.0,Half-Life 2,SIM,Feliz,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,3,40,16,10,10,50,25,0,15,2.0,2.0,Half-Life 2,SIM,Feliz,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,3,35,16,10,10,100,100,20,0,0.0,1.0,Half-Life 2,SIM,Feliz,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,4,37,16,9,9,125,0,10,0,2.5,0.0,Half-Life 2,SIM,Feliz,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,4,3,37,16,9,9,0,125,0,25,0.0,2.5,Half-Life 2,SIM,Feliz,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,3,40,17,11,11,50,0,20,0,1.5,0.0,Half-Life 2,SIM,Feliz,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,3,38,17,10,10,50,100,0,20,1.0,1.0,Half-Life 2,SIM,Feliz,16,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 27,6,4,34,16,8,9,150,50,25,15,2.5,2.5,Half-Life 2,SIM,Indiferente,19,24,F,Engenharia de Controle e Automação,0,-1080p,60,Nenhum,0,Nenhum
Player 10,5,3,39,13,8,9,50,0,25,0,1.0,0.0,Half-Life 2,SIM,Feliz,15,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 10,5,4,39,14,9,9,150,0,10,0,2.0,0.0,Half-Life 2,SIM,Feliz,15,19,M,Física,8,1080p,60,Nenhum,0,Mouse
Player 21,3,4,33,14,8,9,75,150,25,20,2.0,2.0,Half-Life 2,NAO,Feliz,15,25,F,Física,4,1080p,75,Nenhum,0,Mouse
Player 28,6,3,24,13,8,8,25,100,0,0,3.0,3.0,Spelunky,SIM,Feliz,16,27,M,Mestrado Física,-1,1080p,60,Nenhum,0,Manete
Player 28,1,4,24,17,17,12,0,125,0,10,0.0,3.0,FEAR,NAO,Feliz,16,27,M,Mestrado Física,-1,1080p,60,Nenhum,0,Manete
Player 28,3,3,25,15,17,13,150,100,20,15,2.0,2.0,FEAR,SIM,Feliz,16,27,M,Mestrado Física,-1,1080p,60,Nenhum,0,Manete
Player 28,5,4,26,17,22,15,25,0,10,0,3.0,0.0,FEAR,SIM,Feliz,16,27,M,Mestrado Física,-1,1080p,60,Nenhum,0,Manete
Player 28,4,3,23,17,22,15,75,0,0,0,3.0,0.0,FEAR,SIM,Feliz,16,27,M,Mestrado Física,-1,1080p,60,Nenhum,0,Manete
Player 29,3,3,38,13,10,10,0,50,0,10,0.0,2.0,Half-Life 2,SIM,Feliz,09,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 29,5,3,27,13,9,9,0,25,0,15,0.0,3.0,Spelunky,SIM,Feliz,09,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 29,1,3,17,16,9,9,100,0,15,0,0.0,0.0,FEAR,NAO,Feliz,10,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 29,6,3,41,14,10,10,0,50,0,5,0.0,1.5,Half-Life 2,SIM,Feliz,10,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 29,6,3,38,15,10,10,0,50,0,10,0.0,0.0,Half-Life 2,SIM,Feliz,10,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 29,5,3,40,14,10,10,125,25,20,15,2.5,2.5,Half-Life 2,SIM,Feliz,10,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 29,5,4,38,14,10,10,0,25,0,5,0.0,2.0,Half-Life 2,SIM,Indiferente,10,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 29,0,3,39,14,10,10,0,150,0,20,0.0,1.5,Half-Life 2,SIM,Feliz,10,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 29,5,3,40,14,10,10,25,50,5,15,0.0,1.5,Half-Life 2,SIM,Feliz,10,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 29,5,3,39,15,10,10,50,125,25,15,1.5,1.5,Half-Life 2,SIM,Feliz,10,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 29,4,3,39,14,10,10,125,150,15,15,2.0,2.0,Half-Life 2,SIM,Feliz,10,53,F,Farmácia,8,1080p,60,Nenhum,0,Mouse e Manete
Player 30,3,3,36,14,9,9,0,150,0,10,0.0,0.0,Half-Life 2,SIM,Feliz,13,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,1,3,21,14,8,9,50,25,5,20,2.0,2.0,Spelunky,NAO,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,4,3,18,17,12,11,125,125,15,0,0.0,0.0,FEAR,SIM,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,3,3,16,18,12,11,150,50,15,10,0.5,0.5,FEAR,SIM,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,3,3,22,16,14,12,75,0,10,0,1.5,0.0,FEAR,NAO,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,4,3,36,15,10,10,0,75,0,10,0.0,0.5,Half-Life 2,SIM,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,4,3,39,14,9,10,0,25,0,20,0.0,1.0,Half-Life 2,SIM,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,1,3,23,14,9,9,0,150,0,20,0.0,2.5,Spelunky,NAO,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,6,3,38,15,9,9,0,150,0,5,0.0,2.5,Half-Life 2,SIM,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,5,4,34,14,9,9,0,75,0,20,0.0,1.0,Half-Life 2,SIM,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,4,3,39,15,10,10,0,50,0,5,0.0,2.0,Half-Life 2,SIM,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 30,4,3,39,14,9,9,150,0,10,0,0.0,0.0,Half-Life 2,SIM,Feliz,14,18,F,Ensino Médio,0,1080p,60,Nenhum,0,Mouse
Player 31,5,4,21,14,8,8,25,125,0,15,0.0,0.0,Spelunky,SIM,Indiferente,14,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,5,3,31,14,9,9,25,50,0,5,3.0,3.0,Half-Life 2,SIM,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,5,4,33,14,8,9,0,50,0,10,0.0,0.5,Half-Life 2,SIM,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,5,3,34,14,8,9,75,0,5,0,1.5,0.0,Half-Life 2,SIM,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,2,3,39,14,10,10,125,125,5,0,3.0,3.0,Half-Life 2,NAO,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,1,4,26,17,18,14,0,100,0,20,0.0,3.0,FEAR,NAO,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,3,3,25,17,19,14,0,75,0,0,0.0,2.0,FEAR,NAO,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,2,4,22,16,17,13,0,150,0,10,0.0,0.5,FEAR,NAO,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,2,4,25,17,19,14,0,50,0,5,0.0,2.5,FEAR,NAO,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,4,3,26,17,19,14,0,50,0,15,0.0,2.5,FEAR,SIM,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,3,4,30,14,8,9,100,50,0,25,0.0,0.5,Half-Life 2,NAO,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 31,5,3,38,15,10,10,0,125,0,25,0.0,0.0,Half-Life 2,SIM,Indiferente,15,22,F,Engenharia de Computação,8,1080p,60,Nenhum,0,Mouse e Manete
Player 1,5,3,35,13,8,9,0,100,0,0,0.0,2.0,Half-Life 2,SIM,Feliz,20,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,3,40,14,9,9,0,50,0,20,0.0,2.5,Half-Life 2,SIM,Indiferente,20,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,4,3,39,14,9,9,125,125,5,0,2.0,2.0,Half-Life 2,SIM,Feliz,20,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 1,3,3,29,14,10,9,150,100,20,15,1.5,1.5,Half-Life 2,SIM,Indiferente,20,23,M,Sistemas de Informação,0,1080p,60,Nenhum,0,Nenhum
Player 32,5,4,36,14,9,9,25,100,5,0,1.5,1.5,Half-Life 2,SIM,Feliz,16,20,M,Sistemas de Informação,8,-1080p,60,Nenhum,0,Mouse
Player 32,5,3,17,16,12,11,0,75,0,5,1.5,1.5,FEAR,SIM,Feliz,16,20,M,Sistemas de Informação,8,-1080p,60,Nenhum,0,Mouse
Player 32,6,3,26,13,8,9,25,50,10,10,3.0,3.0,Spelunky,SIM,Feliz,16,20,M,Sistemas de Informação,8,-1080p,60,Nenhum,0,Mouse
Player 32,6,3,38,14,10,10,0,50,0,10,0.0,2.5,Half-Life 2,SIM,Feliz,16,20,M,Sistemas de Informação,8,-1080p,60,Nenhum,0,Mouse
Player 32,6,3,39,14,10,10,0,50,0,20,0.0,2.0,Half-Life 2,SIM,Feliz,16,20,M,Sistemas de Informação,8,-1080p,60,Nenhum,0,Mouse
Player 32,6,4,39,14,10,10,25,0,5,0,3.0,0.0,Half-Life 2,NAO,Feliz,16,20,M,Sistemas de Informação,8,-1080p,60,Nenhum,0,Mouse
Player 33,4,4,25,13,7,8,0,75,0,20,0.0,2.5,Half-Life 2,SIM,Indiferente,15,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,4,4,37,14,10,10,75,0,20,0,1.5,0.0,Half-Life 2,NAO,Indiferente,15,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,5,3,28,14,8,9,75,25,10,0,1.0,1.0,Spelunky,SIM,Feliz,15,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,5,3,23,16,16,12,0,25,0,5,0.0,3.0,FEAR,SIM,Feliz,15,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,5,3,23,16,18,13,50,100,5,5,1.5,1.5,FEAR,SIM,Indiferente,15,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
Player 33,4,3,25,17,19,14,0,25,0,15,0.0,0.5,FEAR,SIM,Feliz,15,18,M,Ensino Médio,5,1080p,60,Spelunky,8,Mouse e Manete
